SS18941,Stabilo Sensor F-tip Fineliner Pen Blue (Pack of 10) 189/41,15121,108,189/41,F,N,10,35.09,23.39,1,100011,4.01E+12,N.1,Unnamed: 14,SS18941.1,Stabilo,Stabilo.1,4,1.1,0.1,N.2,44121702,0,Stabilo Sensor F-tip Fline Blu Pk10,Unnamed: 25
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,622826,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,718601,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,171668,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,19189,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,241133,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,164652,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,113957,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,434603,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,542026,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,153674,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,282962,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,13283,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,17005,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,718554,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,H28313,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,780857,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,122436,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,227159,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,114018,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,781268,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,137842,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,120253,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,135719,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,6208,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,67901X,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,611644,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,282718,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,471602,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,505183,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,40379X,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,780522,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,232812,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,320538,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,T70642,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,484664,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,350081,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,378517,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,394661,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,611678,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,44697X,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,E26503,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,C26870,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,435943,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,390087,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,780514,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,252517,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,566853,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,126819,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,386636,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,822978,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,113467,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,383885,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,114019,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,796861,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,742811,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,999,,N,,0,,
,,,,,,Y,,,,1,,,N,513529,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,7408,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,120237,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,507575,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,523320,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,60298X,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,81732,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,122451,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,231363,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,268245,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,624029,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,114014,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,16212,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,532372,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,161408,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,208621,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,F66368,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,122457,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,364764,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,696520,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,618385,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,N,143534,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,16506,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,101981,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,260377,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,389721,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,231388,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,501769,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,780491,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,570105,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,780988,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,675204,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,348336,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,534950,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,534438,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,19170,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,755422,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,141529,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,569876,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,702257,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,688061,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,844132,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,113948,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,270819,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,452108,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,T75841,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,282807,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,T71707,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,574638,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,723095,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,325926,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,523193,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,413427,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,504935,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,741704,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,320627,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,999,,N,,0,,
,,,,,,N,,,,1,,,N,643115,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,240915,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,571569,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,234272,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,171382,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,N,608596,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,434573,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,268060,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,602793,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,573780,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,471513,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,742853,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,416091,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,414686,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,876708,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,7327,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,821800,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,999,,N,,0,,
,,,,,,N,,,,1,,,N,45526,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,8772,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,999,,N,,0,,
,,,,,,N,,,,1,,,N,282954,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,L26303,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,137695,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,384201,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,846611,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,843674,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,327617,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,777,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,504838,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,124322,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,Y,147638,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,999,,N,,0,,
,,,,,,N,,,,1,,,N,127584,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,60343,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,9042,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,88153,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,122472,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,134623,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,531709,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,191286,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,211524,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,F21870,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,833142,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,C80116,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,489130,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,18272,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,675441,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,260385,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,390052,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,208558,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,628969,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,414651,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,875038,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,179909,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,505264,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,878863,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,790340,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,104465,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,25736,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,47853,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,61462,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,6216,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,705375,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,744727,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,101434,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,C26803,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,164215,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,385010,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,209888,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,381767,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,745507,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,244201,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,341870,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,770627,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,358578,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,801573,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,60335,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,13279X,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,393466,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,56137,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,25019,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,501742,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,534918,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,258053,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,118080,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,100126,,,,,997,,N,,0,,
,,,,,,N,,,,1,,,N,598217,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,414341,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,D23703,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,507850,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,491354,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,28,,N,,0,,
,,,,,,N,,,,1,,,N,698688,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,11690,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,134618,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,142985,,,,,1,,N,,0,,
,,,,,,Y,,,,0,,,Y,745531,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,183428,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,267216,,,,,1,,N,,0,,
,,,,,,Y,,,,1,,,Y,,,,,,1,,Y,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,477732,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,Y,,,,,,1,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,999,,N,,0,,
,,,,,,N,,,,1,,,N,,,,,,1,,N,,0,,
